# OUT-OF-CORPUS QRELS for SQUAD evaluation set on FineWeb
# Generated: 2026-02-07T23:38:23.666152
# Model: Qwen/Qwen3-8B
# Top-K: 100
# Total questions: 10570
# Questions out-of-corpus: 3010
#
# Format: qid, question, official_answer
#====================================================================

3108, By what name were the "supposedly reformed" known?, prétendus réformés
3124, When did the British defeat New France?, 1759-60
3125, What was Henry IV known as before taking the throne?, Henry of Navarre
3132, How many Huguenots emigrated to North America as colonists?, Four thousand
3152, When did Mechlin lace develop?, first half of the eighteenth century
3156, What years did this occupation take place?, 1806-07
3162, French troops put down the Camisard uprisings between what years?, 1702 and 1709
3167, When was the colony destroyed?, 1565
3177, When were these settlers naturalized as English colonists?, 12 May 1705
3180, What Dutch document condemned the Spanish Inquisition?, "Apologie"
3184, When was this naturalization act passed?, 1708
3194, Which Count did the Prince strike an arrangement with?, Count Ludwig von Nassau-Saarbrücken
3195, What industry did the nobleman establish with this settlement?, glass-making
3197, In what year was the agreement to allow the Saarland settlement reached?, 1604
3202, What made emigration to these colonies attractive?, they were accepted and allowed to worship freely
3205, Who is one prominent advocate of this theory?, Janet Gray
3207, Other theories of the word's origin can be generally classed as what?, double or triple non-French linguistic origins
3208, Who was one French pro-reform Roman Catholic of the 15th century? , Jacques Lefevre
3212, What other European Protestant leader was educated at the University of Paris?, Jean Cauvin (John Calvin)
3213, When was the St. Bartholomew's Day Massacre?, 24 August – 3 October 1572
3216, When was amnesty granted to those responsible for the massacre?, 1573
3217, Reports document that how many Parisien Protestants were killed by September 17?, almost 25 000
3219, How did the new king react to the Huguenots?, acted increasingly aggressively to force the Huguenots to convert
3220, What was the king's first approach to the Huguenots?, he sent missionaries  backed by a fund to financially reward converts
3221, What did the king do to regarding Huguenot education?, closed Huguenot schools
3234, Where did he begin teaching?, Rotterdam
3236, These books became a foundational text for what library?, US Library of Congress
3239, When was the charter for this church signed?, 1550
3240, What is the present-day location of this church?, Soho Square
3242, When was the Old Truman Brewery founded?, 1724
3258, What was the first true engine that was commercially successful?, atmospheric engine
3262, Who conceptualized the piston?, Papin
3264, On what date did the first railway trip in the world occur?, 21 February 1804
3265, Where did the world's first railway journey terminate?, Abercynon
3269, What types of pumps are typically used in industrial boilers?, multi-stage centrifugal
3280, How is lap provided by overlapping the admission side port?, lengthening rubbing surfaces of the valve
3281, What are sometimes present in the boiler's firebox crown?, Lead fusible plugs
3283, What happens after the lead melts?, steam escapes
3284, After the operators are warned by the escape of the steam  what may they then do?, manually suppress the fire
3289, As of what year were 10000 horsepower engines available?, 1883
3296, What type of engines became widespread around the end of the 19th century?, compound
3330, What happens to the working fluid in a closed loop system?, recycled continuously
3343, What did the use of steam engines in farming lead to?, increase in the land available for cultivation
3353, What percentage of electricity was made by steam turbine in the 1990s?, 90
3359, What happens to waste heat in the Rankine cycle?, removed in a condenser
3387, What do power station steam turbines use as a cold sink in the absence of CHP?, surface condensers
3389, In what sort of places are dry cooling towers used?, where water is costly
3391, About how many cubic meters of make-up water is used by a 700-megawatt coal-fired power plant for evaporative cooling hourly?, 3600
3396, What was the centrifugal governor incapable of doing?, hold a set speed
3398, Compounding was not popular in the construction of what machines?, railway locomotives
3402, What is another term for shortening the admission event?, shortening the cutoff
3403, What is another term for excessive compression?, kick back
3411, What is another term for rotors?, rotating discs
3413, What is another way of referring to stators?, static discs
3414, What are stators attached to?, turbine casing
3415, In the United States  what is a usual turbine speed with 60 Hertz of power?, 3600 revolutions per minute
